cod;id;Ocup_2000;Ocup_2010;Ocup_2018;xcoord;ycoord;NM_MU;CODMU;COD_1;COD_UF;UF;COD_2;ANO;IVS_2000;IVS_INF_00;IVS_CPH_00;IVS_REN_00;IVS_2010;IVS_INF_10;IVS_CPH_10;IVS_REN_10;fid;MASC;FEM;POP;DOM_OCU;area;perimeter;URB_RURAL;Dens_Dom;Dens_hab;MRT;VTN_MED;VTN_MIN;VTN_MAX;IDEX
391;F246;1;1;0;-35,9817126604;-8,2801895971;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
392;F247;1;1;0;-35,9816833998;-8,2804110929;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
393;F248;1;1;0;-35,9816626037;-8,2805686645;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
394;F249;1;1;0;-35,9816454927;-8,2807190426;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
395;F250;1;1;0;-35,981584396;-8,2810936919;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
396;F251;1;1;0;-35,981570598;-8,2811852971;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
397;F252;1;1;0;-35,9815630894;-8,2812495887;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
398;F253;1;1;0;-35,9815544057;-8,2813452527;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2559;116;128;244;67;40074,9271240234;800,8169869363;1;0,002;0,006088595;MRT IV;5105,25;1578,52;8631,99;38
399;F469;1;1;0;-35,9809699181;-8,2813094123;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
400;F470;1;1;0;-35,9809765375;-8,2812485494;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
401;F471;1;1;0;-35,9809836611;-8,281185541;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
402;F472;1;1;0;-35,9809877319;-8,281119198;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
403;F473;1;1;0;-35,9809600487;-8,2810305287;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
404;F1000;1;1;0;-35,9808854692;-8,2810101826;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
405;F474;1;1;0;-35,9809920361;-8,2808399074;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
406;F475;1;1;0;-35,9810240826;-8,2807661721;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
407;F476;1;1;0;-35,9810339688;-8,2806972023;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
408;F477;1;1;0;-35,9810400325;-8,2806456304;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
409;F478;1;1;0;-35,9810442281;-8,2803131139;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
410;F479;1;1;0;-35,9810474904;-8,2801764775;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
411;F480;1;1;0;-35,9810835622;-8,2800557148;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
412;F481;1;1;0;-35,981115947;-8,2799290369;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
413;F482;1;1;0;-35,9811319432;-8,2798634193;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
414;F483;1;1;0;-35,9811507943;-8,2798095658;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
415;F484;1;1;0;-35,9811713257;-8,2797455919;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
416;F485;1;1;0;-35,9811833296;-8,2796873854;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
417;F486;1;1;0;-35,9811933291;-8,2796382979;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2560;217;258;475;137;40074,7924804687;800,815642232;1;0,003;0,0118528374;MRT IV;5105,25;1578,52;8631,99;38
418;F226;1;1;0;-35,9820214421;-8,2779337873;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
419;F227;1;1;0;-35,9819980161;-8,2780604138;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
420;F228;1;1;0;-35,9819743168;-8,2782131098;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
421;F230;1;1;0;-35,9819354534;-8,2785226147;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
422;F230;1;1;0;-35,9819224479;-8,2786168494;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
423;F231;1;1;0;-35,9819156122;-8,2786699773;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
424;F232;1;1;0;-35,9819071151;-8,2787313743;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
425;F233;1;1;0;-35,9818993964;-8,278791988;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
426;F234;1;1;0;-35,9818911609;-8,2788554534;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
427;F235;1;1;0;-35,9818827422;-8,2789188232;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
428;F236;1;1;0;-35,9818743402;-8,2789812639;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
429;F237;1;1;0;-35,9818610419;-8,2790757489;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
430;F238;1;1;0;-35,9818494155;-8,2791560317;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
431;F239;1;1;0;-35,9818451944;-8,2791876113;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
432;F240;1;1;0;-35,9818350731;-8,2792651154;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
433;F241;1;1;0;-35,981813723;-8,2794300969;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
434;F226;1;1;0;-35,982021443;-8,2779337873;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
435;F227;1;1;0;-35,9819980169;-8,2780604137;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
436;F228;1;1;0;-35,9819743176;-8,2782131098;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
437;F230;1;1;0;-35,9819354542;-8,2785226147;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
438;F230;1;1;0;-35,9819224488;-8,2786168494;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
439;F231;1;1;0;-35,981915613;-8,2786699773;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
440;F232;1;1;0;-35,981907116;-8,2787313743;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
441;F233;1;1;0;-35,9818993972;-8,2787919879;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
442;F234;1;1;0;-35,9818911618;-8,2788554534;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
443;F235;1;1;0;-35,981882743;-8,2789188232;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
444;F236;1;1;0;-35,981874341;-8,2789812639;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
445;F237;1;1;0;-35,9818610427;-8,2790757489;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
446;F238;1;1;0;-35,9818494164;-8,2791560316;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
447;F239;1;1;0;-35,9818451952;-8,2791876113;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
448;F240;1;1;0;-35,9818350739;-8,2792651154;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
449;F241;1;1;0;-35,9818137238;-8,2794300969;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2564;147;170;317;87;40074,9475097656;800,8171713213;1;0,002;0,0079101788;MRT IV;5105,25;1578,52;8631,99;38
450;F487;1;1;0;-35,9811712232;-8,2795715257;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
451;F490;1;1;0;-35,9811015638;-8,2795371663;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
452;F491;1;1;0;-35,9810852613;-8,279529946;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
453;F499;1;1;0;-35,9813037453;-8,2787879731;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
454;F500;1;1;0;-35,9813174863;-8,2787257742;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
455;F501;1;1;0;-35,9813254422;-8,2786664932;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
456;F502;1;1;0;-35,9813307092;-8,278613824;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
457;F503;1;1;0;-35,98129009;-8,2785513537;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
458;F506;1;1;0;-35,9813302647;-8,278242818;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
459;F507;1;1;0;-35,9813940706;-8,2781403233;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
460;F510;1;1;0;-35,9814459847;-8,2778815987;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2565;252;329;581;172;40074,8118896484;800,8158140899;1;0,004;0,0144978846;MRT IV;5105,25;1578,52;8631,99;38
461;F211;1;1;0;-35,9822622923;-8,2761619151;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
462;F212;1;1;0;-35,9822519816;-8,2762311029;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
463;F213;1;1;0;-35,9822407586;-8,2763151457;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
464;F214;1;1;0;-35,9822293926;-8,2764003539;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
465;F215;1;1;0;-35,9822188114;-8,276475956;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
466;F216;1;1;0;-35,9822066656;-8,2765485546;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
467;F219;1;1;0;-35,982155713;-8,2768507913;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
468;F220;1;1;0;-35,9820936054;-8,2771309267;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
469;F221;1;1;0;-35,9820734008;-8,2772828621;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
470;F222;1;1;0;-35,982045474;-8,2774033814;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
471;F224;1;1;0;-35,9820647734;-8,2776425412;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
472;F224;1;1;0;-35,9820647734;-8,2776425412;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
473;F224;1;1;0;-35,9820647734;-8,2776425412;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
474;F224;1;1;0;-35,9820647734;-8,2776425412;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
475;F225;1;1;0;-35,982023616;-8,2777422561;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
476;F519;1;1;0;-35,9815523673;-8,276978844;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
477;F211;1;1;0;-35,9822622931;-8,276161915;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
478;F212;1;1;0;-35,9822519825;-8,2762311029;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
479;F213;1;1;0;-35,9822407595;-8,2763151457;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
480;F214;1;1;0;-35,9822293935;-8,2764003539;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2569;180;210;390;106;40074,9376220703;800,81705111;1;0,003;0,0097317681;MRT IV;5105,25;1578,52;8631,99;38
